title,tags,cluster
Disturbia,"['Kale', '17-year-old', 'placed', 'house', 'arrest', 'punching', 'teacher.', 'He', 'confined', 'house,', 'decides', 'use', 'free', 'time', 'spying', 'neighbors.', 'Things', 'start', 'get', 'weird', 'guests', 'enter', ""Turner's"", 'house', 'come', 'back', 'out.', 'Kale', 'friends,', 'Ronnie', 'Ashley,', 'start', 'grow', 'interested', 'actually', 'happening', 'within', 'house', 'Robert', 'Turner.', 'Thriller', 'Drama', 'Mystery', 'kidnapping', 'youngpeople', 'D.J.Caruso', 'JackieMarcusSchaffer', 'KwameParker', 'TomPollock', 'E.BennettWalsh', 'JoeMedjuck', 'ShiaLaBeouf', 'SarahRoemer', 'Carrie-AnneMoss']",0
Hackers,"['Along', 'new', 'friends,', 'teenager', 'arrested', 'US', 'Secret', 'Service', 'banned', 'using', 'computer', 'writing', 'computer', 'virus', 'discovers', 'plot', 'nefarious', 'hacker,', 'must', 'use', 'computer', 'skills', 'find', 'evidence', 'pursued', 'Secret', 'Service', 'evil', 'computer', 'genius', 'behind', 'virus.', 'Action', 'Crime', 'Thriller', 'Drama', 'femalenudity', 'hacker', 'nudity', 'computervirus', 'virtualreality', 'computer', 'sexualfantasy', 'prank', 'internet', 'cyberpunk', 'teenager', 'newyorkcity', 'secretservice', 'computerhacker', 'dreamsequence', 'IainSoftley', 'RalphWinter', 'MichaelPeyser', 'JonnyLeeMiller', 'AngelinaJolie', 'JesseBradford']",0
The Hunting Party,"['An', 'emerging', 'journalist', '(Jesse', 'Eisenberg),', 'experienced', 'cameraman', '(Terrence', 'Howard),', 'discredited', 'reporter', '(Richard', 'Gere)', 'find', 'bold', 'plan', 'capture', ""Bosnia's"", 'top', 'war', 'criminal', 'quickly', 'spiraling', 'control', 'UN', 'representative', 'mistakes', 'CIA', 'hit', 'squad', 'light-hearted', 'thriller', 'inspired', 'Scott', ""Anderson's"", 'popular', 'Esquire', 'article.', 'The', 'Weinstein', 'Company', 'provides', 'stateside', 'Action', 'Adventure', 'Thriller', 'Drama', 'civilwar', 'spy', 'hotel', 'journalist', 'journalism', 'warcrimes', 'hiddencamera', 'warvictim', 'warcorrespondent', 'war', 'balkanwar', 'serbia', 'MarkJohnson', 'ScottKroopf', 'RichardShepard', 'PaulHanson', 'RichardGere', 'TerrenceHoward', 'JamesBrolin']",0
The Hudsucker Proxy,"['A', 'naive', 'business', 'graduate', 'installed', 'president', 'manufacturing', 'company', 'part', 'stock', 'scam.', 'Comedy', 'Drama', 'suicide', 'newyork', 'corruption', 'journalist', 'inventor', 'undercover', 'toy', 'plan', 'boss', 'investigation', 'company', 'industry', 'party', 'money', 'board', 'stocks', 'JoelCoen', 'EthanCoen', 'TimRobbins', 'JenniferJasonLeigh', 'PaulNewman']",0
The Warlords,"['A', 'heroic', 'tale', 'three', 'blood', 'brothers', 'struggle', 'midst', 'war', 'political', 'upheaval.', 'It', 'based', '""The', 'Assassination', 'Ma,""', 'Qing', 'Dynasty', '(1644-1911)', 'story', 'killing', 'general', 'Ma', 'Xinyi.', 'Action', 'Drama', 'History', 'assassin', 'general', 'dynasty', 'brother', 'bloodbrother', 'PeterChan', 'PeterChan', 'D.DanielVujić', 'AndreMorgan', 'RaymondYipWai-Man', 'RaymondYipWai-Man', 'HuangJianxin', 'Yuet-JanHui', 'ZoeChen', 'JetLi', 'AndyLau', 'TakeshiKaneshiro']",0
Nomad: The Warrior,"['The', 'Nomad', 'historical', 'epic', 'set', '18th-century', 'Kazakhstan.', 'The', 'film', 'fictionalised', 'account', 'youth', 'coming-of-age', 'Ablai', 'Khan,', 'grows', 'fights', 'defend', 'fortress', 'Hazrat-e', 'Turkestan', 'Dzungar', 'invaders.', 'Action', 'History', 'War', 'SergeiBodrovJr.', 'IvanPasser', 'KunoBecker', 'JayHernandez', 'JasonScottLee']",0
Snowpiercer,"['In', 'future', 'failed', 'global-warming', 'experiment', 'kills', 'life', 'planet,', 'class', 'system', 'evolves', 'aboard', 'Snowpiercer,', 'train', 'travels', 'around', 'globe', 'via', 'perpetual-motion', 'engine.', 'Action', 'ScienceFiction', 'Drama', 'fathersonrelationship', 'childlabour', 'brothel', 'winter', 'allegory', 'bridge', 'post-apocalyptic', 'dystopia', 'hijackingoftrain', 'basedoncomicbook', 'dam', 'rifle', 'pregnant', 'train', 'violence', 'basedongraphicnovel', 'guilt', 'revolt', 'duplicity', 'tunnel', 'socialclass', 'populationcontrol', 'perpetualwinter', 'cityruin', 'ParkChan-wook', 'BongJoon-ho', 'MikyLee', 'Tae-hunLee', 'StevenNam', 'Tae-sungJeong', 'ChrisEvans', 'SongKang-ho', 'EdHarris']",0
A Monster in Paris,"['Paris,1910.', 'Emile,', 'shy', 'movie', 'projectionist,', 'Raoul,', 'colorful', 'inventor,', 'find', 'embarked', 'hunt', 'monster', 'terrorizing', 'citizens.', 'They', 'join', 'forces', 'Lucille,', 'big-hearted', 'star', 'Bird', 'Paradise', 'cabaret,', 'eccentric', 'scientist', 'irascible', 'monkey', 'save', 'monster,', 'turns', 'oversized', 'harmless', 'flea,', ""city's"", 'ruthlessly', 'ambitious', 'police', 'chief.', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'monster', 'cgi', '3d', 'parisfrance', 'BiboBergeron', 'VanessaParadis', 'MathieuChedid', 'GadElmaleh']",0
The Last Shot,"['A', 'movie', 'director-screenwriter', 'finds', 'man', 'finance', 'latest', 'project', 'soon', 'discovers', 'producer', 'actually', 'undercover', 'FBI', 'agent', 'working', 'mob', 'sting', 'operation.', 'Action', 'Comedy', 'JeffNathanson', 'LarryBrezner', 'DavidHoberman', 'MatthewBroderick', 'AlecBaldwin', 'ToniCollette']",0
The Crow,"['Exactly', 'one', 'year', 'young', 'rock', 'guitarist', 'Eric', 'Draven', 'fiancée', 'brutally', 'killed', 'ruthless', 'gang', 'criminals,', 'Draven', '--', 'watched', 'hypnotic', 'crow', '--', 'returns', 'grave', 'exact', 'revenge.', 'Fantasy', 'Action', 'Thriller', 'halloween', 'arson', 'detroit', 'EdwardR.Pressman', 'AlexProyas', 'AlexProyas', 'CaldecotChubb', 'JeffMost', 'JamesA.Janowitz', 'GregoryA.Gale', 'BrandonLee', 'RochelleDavis', 'ErnieHudson']",0
Baahubali: The Beginning,"['The', 'young', 'Shivudu', 'left', 'foundling', 'small', 'village', 'mother.', 'By', 'time', 'he’s', 'grown', 'up,', 'become', 'apparent', 'possesses', 'exceptional', 'gifts.', 'He', 'meets', 'beautiful', 'warrior/princess', 'Avanthika', 'learns', 'queen', 'held', 'captive', 'last', '25', 'years.', 'Shividu', 'sets', 'rescue', 'her,', 'discovering', 'origins', 'process.', 'Action', 'Adventure', 'War', 'History', 'kingdom', 'war', 'bollywood', 'medievalindia', 'ancientindia', 'S.S.Rajamouli', 'PrasadDevineni', 'ShobuYarlagadda', 'IliyaSotirov', 'Prabhas', 'RanaDaggubati', 'TamannaBhatia']",0
The Time Traveler's Wife,"['Due', 'genetic', 'disorder,', 'handsome', 'librarian', 'Henry', 'DeTamble', 'involuntarily', 'zips', 'time,', 'appearing', 'various', 'moments', 'life', 'true', 'love,', 'beautiful', 'artist', 'Clare', 'Abshire.', 'Drama', 'Romance', 'Fantasy', 'chicago', 'sex', 'basedonnovel', 'nudity', 'diary', 'future', 'time', 'timetravel', 'marriage', 'love', 'romance', 'travel', 'tragiclove', 'relationship', 'timetraveler', 'complication', 'NickWechsler', 'DedeGardner', 'RobertSchwentke', 'KristinHahn', 'SaraMoe', 'EricBana', 'RachelMcAdams', 'MichelleNolden']",0
Because I Said So,"['In', 'effort', 'prevent', 'family', 'history', 'repeating', 'itself,', 'meddlesome', 'mom', 'Daphne', 'Wilder', 'attempts', 'set', 'youngest', 'daughter,', 'Milly,', 'Mr.', 'Right.', 'Meanwhile,', 'daughters', 'try', 'keep', ""mom's"", 'good', 'intentions', 'control.', 'Comedy', 'mother', 'guitar', 'sistersisterrelationship', 'profession', 'newlove', 'architect', 'motherrole', 'lonelyheartsad', 'men', 'clothing', 'single', 'motherdaughterrelationship', 'losangeles', 'fashion', 'singlefather', 'MichaelLehmann', 'JessieNelson', 'PaulBrooks', 'DianeKeaton', 'MandyMoore', 'GabrielMacht']",0
Frankenweenie,"['When', 'car', 'hits', 'young', ""Victor's"", 'pet', 'dog', 'Sparky,', 'Victor', 'decides', 'bring', 'back', 'life', 'way', 'knows', 'how.', 'But', 'bolt-necked', '""monster""', 'wreaks', 'havoc', 'terror', 'hearts', ""Victor's"", 'neighbors,', 'convince', ""Sparky's"", 'still', 'good,', 'loyal', 'friend', 'was.', 'Animation', 'Comedy', 'Family', 'shyness', 'stopmotion', 'blackandwhite', 'retro', 'dog', 'animaldeath', 'animallover', 'TimBurton', 'TimBurton', 'AllisonAbbate', 'CharlieTahan', ""CatherineO'Hara"", 'MartinShort']",0
Serenity,"['When', 'renegade', 'crew', 'Serenity', 'agrees', 'hide', 'fugitive', 'ship,', 'find', 'action-packed', 'battle', 'relentless', 'military', 'might', 'totalitarian', 'regime', 'destroy', 'anything', '–', 'anyone', '–', 'get', 'girl', 'back', 'bloodthirsty', 'creatures', 'roam', 'uncharted', 'areas', 'space.', 'But...', 'greatest', 'danger', 'may', 'ship.', 'ScienceFiction', 'Action', 'Adventure', 'Thriller', 'martialarts', 'telepathy', 'dystopia', 'spaceship', 'fugitive', 'basedontvseries', 'planet', 'throatslitting', 'cannibal', 'reavers', 'operative', 'exsoldier', 'firefly', 'BarryMendel', 'JossWhedon', 'NathanFillion', 'GinaTorres', 'AlanTudyk']",0
Against the Ropes,"['A', 'fictional', 'story', 'inspired', 'North', ""America's"", 'famous', 'female', 'boxing', 'promoter,', 'Jackie', 'Kallen.', 'Her', 'struggle', 'survive', 'succeed', 'male', 'dominated', 'sport.', 'Romance', 'Drama', 'biography', 'sport', 'CharlesS.Dutton', 'RobertW.Cort', 'DavidMadden', 'MegRyan', 'TonyShalhoub', 'JoeCortese']",0
Superman III,"['Aiming', 'defeat', 'Man', 'Steel,', 'wealthy', 'executive', 'Ross', 'Webster', 'hires', 'bumbling', 'brilliant', 'Gus', 'Gorman', 'develop', 'synthetic', 'kryptonite,', 'yields', 'unexpected', 'psychological', 'effects', 'third', 'installment', '1980s', 'Superman', 'franchise.', 'Between', 'rekindling', 'romance', 'high', 'school', 'sweetheart', 'saving', 'himself,', 'Superman', 'must', 'contend', 'powerful', 'supercomputer.', 'Comedy', 'Action', 'Adventure', 'Fantasy', 'ScienceFiction', 'savingtheworld', 'dccomics', 'supercomputer', 'identitycrisis', 'lossofpowers', 'sequel', 'superhero', 'basedoncomicbook', 'hacking', 'superpowers', 'superhumanstrength', 'RichardLester', 'PierreSpengler', 'ChristopherReeve', 'RichardPryor', 'JackieCooper']",0
Grudge Match,"['A', 'pair', 'aging', 'boxing', 'rivals', 'coaxed', 'retirement', 'fight', 'one', 'final', 'bout', '--', '30', 'years', 'last', 'match.', 'Comedy', 'fathersonrelationship', 'sport', 'rivalry', 'elderly', 'elderlyman', 'MarkStevenJohnson', 'PeterSegal', 'PeterSegal', 'BillGerber', 'MichaelEwing', 'RaviD.Mehta', 'RobertDeNiro', 'SylvesterStallone', 'AlanArkin']",0
Red Cliff,"['In', 'early', 'third', 'century,', 'land', 'Wu', 'invaded', 'warlord', 'Cao', 'Cao', 'million', 'soldiers.', 'The', 'ruler', 'Wu,', 'Sun', 'Quan,', 'calls', 'rival', 'warlord', 'Liu', 'Bei', 'help,', 'two', 'armies', 'still', 'badly', 'outnumbered.', 'However,', 'Wu', 'strategist', 'Zhou', 'Yu', 'sees', 'Cao', ""Cao's"", 'army', 'unused', 'battling', 'sea,', 'may', 'give', 'chance', 'exploit', 'weakness', 'properly.', 'Adventure', 'Drama', 'Action', 'flamingarrow', 'chinesehistory', 'strategy', 'carrierpigeon', 'spearthrowing', 'walloffire', 'whitedove', 'casualtyofwar', 'arrowinback', 'chinesetradition', 'chinesepainting', 'brokenarrow', 'JohnWoo', 'JohnWoo', 'TerenceChang', 'HanSanping', 'Dong-mingShi', 'Woo-TaekKim', 'DongYu', 'Zhong-lunRen', 'JiangTao', 'HeBing', 'ZilongGuo', 'Chin-WenHuang', 'WuKebo', 'SirenaLiu', 'MasatoMatsuura', 'ZhanTeng', 'LoriTilkin', 'JianqiuWang', 'ToddWeinger', 'JianshaiXu', 'XiaomingYan', 'ShouchengYang', 'QiangZhang', 'ChangChen', 'HuJun', 'TonyLeungChiu-Wai']",0
Sweet Home Alabama,"['New', 'York', 'fashion', 'designer', 'Melanie', 'Carmichael', 'suddenly', 'finds', 'engaged', ""city's"", 'eligible', 'bachelor.', 'But', ""Melanie's"", 'past', 'holds', 'many', 'secrets,', 'including', 'Jake,', 'redneck', 'husband', 'married', 'high', 'school,', 'refuses', 'divorce', 'her.', 'Bound', 'determined', 'end', 'contentious', 'relationship', 'all,', 'Melanie', 'sneaks', 'back', 'home', 'Alabama', 'confront', 'past.', 'Comedy', 'Romance', 'newyork', 'marriageproposal', 'alabama', 'careerwoman', 'fashiondesigner', 'NealH.Moritz', 'AndyTennant', 'StokelyChaffin', 'ReeseWitherspoon', 'JoshLucas', 'PatrickDempsey']",0
The Ugly Truth,"['A', 'romantically', 'challenged', 'morning', 'show', 'producer', 'reluctantly', 'embroiled', 'series', 'outrageous', 'tests', 'chauvinistic', 'correspondent', 'prove', 'theories', 'relationships', 'help', 'find', 'love.', 'His', 'clever', 'ploys,', 'however,', 'lead', 'unexpected', 'result.', 'Comedy', 'Romance', 'romanticcomedy', 'romance', 'tvmorningshow', 'relationship', 'oppositesattract', 'TomRosenberg', 'StevenReuther', 'GaryLucchesi', 'RobertLuketic', 'DeborahJelinNewmyer', 'KimberlydiBonaventura', 'KatherineHeigl', 'GerardButler', 'EricWinter']",0
Sgt. Bilko,"['The', 'army', 'known', 'churning', 'lean', 'mean', 'fighting', 'machines', 'intent', 'protecting', 'great', 'nation.', 'Martin', 'inexplicable', 'incorrigible', 'invicible', 'sgt.', 'Ernie', 'bilko', 'leader', 'ragtag', 'group', 'sorriest', 'soldiers', 'ever', 'enlist', 'armed', 'forces.', 'Comedy', 'Family', 'gulfwar', 'u.s.army', 'basedontvseries', 'militaryspoof', 'BrianGrazer', 'JonathanLynn', 'SteveMartin', 'DanAykroyd', 'PhilHartman']",0
Spy Kids 2: The Island of Lost Dreams,"['Exploring', 'adventures', 'Carmen', 'Juni', 'Cortez,', 'joined', 'family', 'spy', 'business', 'Level', '2', 'OSS', 'agents.', 'Their', 'new', 'mission', 'save', 'world', 'mad', 'scientist', 'living', 'volcanic', 'island', 'populated', 'imaginative', 'menagerie', 'creatures.', 'On', 'bizarre', 'island,', 'none', ""Cortez's"", 'gadgets', 'work', 'must', 'rely', 'wits--and', 'other--to', 'survive', 'save', 'day.', 'Action', 'Adventure', 'Family', 'spy', 'experiment', 'island', 'secretorganization', 'wretch', 'weapon', 'rivalry', 'scientist', 'RobertRodriguez', 'RobertRodriguez', 'ElizabethAvellan', 'AntonioBanderas', 'CarlaGugino', 'AlexaPenaVega']",0
Star Trek: Generations,"['Captain', 'Jean-Luc', 'Picard', 'crew', 'Enterprise-D', 'find', 'odds', 'renegade', 'scientist', 'Soran', 'destroying', 'entire', 'star', 'systems.', 'Only', 'one', 'man', 'help', 'Picard', 'stop', ""Soran's"", 'scheme...and', 'dead', 'seventy-eight', 'years.', 'ScienceFiction', 'Action', 'Adventure', 'Thriller', 'basedontvseries', 'death', 'explodingplanet', 'mountaincabin', 'solarsystem', 'DavidCarson', 'RickBerman', 'PeterLauritson', 'PatrickStewart', 'JonathanFrakes', 'BrentSpiner']",0
The Grandmaster,"['Ip', ""Man's"", 'peaceful', 'life', 'Foshan', 'changes', 'Gong', 'Yutian', 'seeks', 'heir', 'family', 'Southern', 'China.', 'Ip', 'Man', 'meets', 'Gong', 'Er', 'challenges', 'sake', 'regaining', ""family's"", 'honor.', 'After', 'Second', 'Sino-Japanese', 'War,', 'Ip', 'Man', 'moves', 'Hong', 'Kong', 'struggles', 'provide', 'family.', 'In', 'mean', 'time,', 'Gong', 'Er', 'chooses', 'path', 'vengeance', 'father', 'killed', 'Ma', 'San.', 'Action', 'Drama', 'History', 'martialarts', 'kungfu', 'biography', 'kungfumaster', 'WongKar-wai', 'WongKar-wai', 'JackyPangYeeWah', 'TonyLeungChiu-Wai', 'ZhangZiyi', 'SongHye-kyo']",0
Water for Elephants,"['In', 'captivating', 'Depression-era', 'melodrama,', 'impetuous', 'veterinary', 'student', 'Jacob', 'Jankowski', 'joins', 'celebrated', 'circus', 'animal', 'caretaker', 'faces', 'wrenching', 'dilemma', 'transfixed', 'angelic', 'married', 'performer', 'Marlena.', 'Drama', 'Romance', 'clown', 'elephanttrainer', 'veterinary', 'FrancisLawrence', 'ErwinStoff', 'GilNetter', 'AndrewR.Tennenbaum', 'RobertPattinson', 'ReeseWitherspoon', 'ChristophWaltz']",0
Dragon Nest: Warriors' Dawn,"['The', 'land', 'Altera', 'observed', 'uneasy', 'peace', 'years', 'among', 'Humans,', 'Elves', 'Evil', 'beasts', 'loyal', 'legendary', 'Black', 'Dragon.', 'But', 'Black', 'Dragon', 'begins', 'stir', 'hibernation,', 'sending', 'Beasts', 'marching', 'across', 'Altera.', 'With', 'beast', 'conquest', 'perilously', 'close,', 'small', 'group', 'Humans', 'Elves', 'unite', 'try', 'find', 'secret', 'hidden', 'road', 'Black', ""Dragon's"", 'cave', 'destroy', 'it.', 'But', 'fate', 'may', 'hands', 'young', 'warrior', 'Lambert,', 'must', 'summon', 'confidence', 'skill', 'face', 'Black', 'Dragon', 'may', 'lost.', 'Adventure', 'Family', 'Fantasy', 'Animation', 'YuefengSong', 'Carrie-AnneMoss', 'LucasGrabeel', 'BlytheAuffarth']",0
The Hurricane,"['The', 'story', 'Rubin', '""Hurricane""', 'Carter,', 'boxer', 'wrongly', 'imprisoned', 'murder,', 'people', 'aided', 'fight', 'prove', 'innocence.', 'Drama', 'prison', 'boxer', 'boxingmatch', 'boxingschool', 'biography', 'NormanJewison', 'NormanJewison', 'ArmyanBernstein', 'JohnKetcham', 'DenzelWashington', 'VicellousReonShannon', 'DeborahKaraUnger']",0
Enough,"['Working-class', 'waitress', 'Slim', 'thought', 'entering', 'life', 'domestic', 'bliss', 'married', 'Mitch,', 'man', 'dreams.', 'After', 'arrival', 'first', 'child,', 'picture', 'perfect', 'life', 'shattered', 'discovers', ""Mitch's"", 'hidden', 'possessive', 'dark', 'side,', 'controlling', 'abusive', 'alter', 'ego', 'turn', 'trust,', 'love', 'tranquility', 'terror.', 'Terrified', ""child's"", 'safety,', 'Slim', 'flees', 'daughter.', 'Relentless', 'pursuit', 'enlisting', 'aid', 'lethal', 'henchmen,', 'Mitch', 'continually', 'stalks', 'prey', 'family.', 'Drama', 'Thriller', 'waitress', 'wifehusbandrelationship', 'violenthusband', 'self-defense', 'violenceagainstwomen', 'suspense', 'marryrich', 'abusivehusband', 'IrwinWinkler', 'RobCowan', 'MichaelApted', 'JenniferLopez', 'BillyCampbell', 'JulietteLewis']",0
Heartbreakers,"['Max', 'Page', 'brilliant', 'mother/daughter', 'con', 'team', 'grift', 'fine', 'science.', 'Max', 'targets', 'wealthy,', 'willing', 'men', 'marries', 'them.', 'Page', 'seduces', 'them,', 'Max', 'catches', 'husband', 'act.', 'Then', 'palimony', 'city', 'next', 'easy', 'mark.', 'Crime', 'Comedy', 'Romance', 'consandscams', 'JohnDavis', 'DavidMirkin', 'IrvingOng', 'SigourneyWeaver', 'JenniferLoveHewitt', 'GeneHackman']",0
Paul Blart: Mall Cop 2,"['Security', 'guard', 'Paul', 'Blart', 'headed', 'Las', 'Vegas', 'attend', 'Security', 'Guard', 'Expo', 'teenage', 'daughter', 'Maya', 'departs', 'college.', 'While', 'convention,', 'inadvertently', 'discovers', 'heist', '-', 'Blart', 'apprehend', 'criminals.', 'Action', 'Comedy', 'Family', 'shoppingmall', 'lasvegas', 'securityguard', 'ToddGarner', 'AdamSandler', 'JackGiarraputo', 'KevinJames', 'AndyFickman', 'KevinJames', 'RainiRodriguez', 'EduardoVerástegui']",0
Angel Eyes,"['A', 'story', 'seemingly', 'unlikely', 'couple', 'cross', 'paths', 'life-threatening', 'circumstances', 'though', 'destined', 'meet', 'save', ""other's"", 'lives.', 'Not', 'once,', 'twice.', 'Drama', 'Romance', 'Thriller', 'carcrash', 'policeofficer', 'BruceBerman', 'ElieSamaha', 'JamesA.Holt', 'LuisMandoki', 'JellybeanBenítez', 'MarkCanton', 'LeslieWeisberg', 'JenniferLopez', 'JimCaviezel', 'JeremySisto']",0
Joe Somebody,"['When', 'underappreciated', 'video', 'specialist', 'Joe', 'Scheffer', 'brutally', 'humiliated', 'office', 'bully', 'Mark', 'McKinney', 'front', 'daughter,', 'Joe', 'begins', 'quest', 'personal', 'redemption.', 'He', 'proceeds', 'enduring', 'personal', 'make-over', 'takes', 'martial', 'arts', 'lessons', 'B-action', 'star.', 'As', 'news', 'spreads', 'rematch', 'Mark,', 'Joe', 'suddenly', 'finds', 'center', 'attention,', 'ascending', 'corporate', 'ladder', 'growing', 'popularity.', ""He's"", 'determined', 'show', 'everyone', 'life', 'nobody,', 'force', 'reckoned', 'with.', 'Comedy', 'profession', 'karate', 'daughter', 'beförderung', 'ex-wife', 'parking', 'slap', 'ArnoldKopelson', 'AnneKopelson', 'MatthewGross', 'BrianReilly', 'JohnPasquin', 'KennethAtchity', 'TimAllen', 'JulieBowen', 'KellyLynch']",0
The Ninth Gate,"['An', 'all-expenses-paid', 'international', 'search', 'rare', 'copy', 'book,', ""'The"", 'Nine', 'Gates', 'Shadow', ""Kingdom'"", 'brings', 'unscrupulous', 'book', 'dealer', 'deep', 'world', 'murder,', 'double-dealing', 'satanic', 'worship.', 'Horror', 'Mystery', 'Thriller', 'newyork', 'obsession', 'passionforcollection', 'southernfrance', 'mephisto', 'antiquary', 'book', 'picturepuzzle', 'castle', 'satanism', 'millionaire', 'RomanPolanski', 'RomanPolanski', 'MarkAllan', 'AntonioCardenal', 'AdamKempton', 'IñakiNúñez', 'AlainVannier', 'JohnnyDepp', 'FrankLangella', 'LenaOlin']",0
Extreme Measures,"['Thriller', 'Guy', 'Luthan', '(Hugh', 'Grant),', 'British', 'doctor', 'working', 'hospital', 'New', 'York', 'starts', 'making', 'unwanted', 'enquiries', 'body', 'man', 'died', 'emergency', 'room', 'disappears.', 'The', 'trail', 'leads', 'Luthan', 'door', 'eminent', 'surgeon', 'Dr', 'Lawrence', 'Myrick', '(Gene', 'Hackman),', 'Luthan', 'soon', 'finds', 'danger', 'people', 'want', ""hospital's"", 'secret', 'remain', 'undiscovered.', 'Drama', 'Thriller', 'newyork', 'surgeon', 'british', 'suspense', 'morgue', 'hospital', 'medical', 'doctor', 'medicalresearch', 'emergencyroom', 'missingbody', 'ElizabethHurley', 'MichaelApted', 'HughGrant', 'GeneHackman', 'SarahJessicaParker']",0
Rock Star,"['Rock', 'Star', 'tells', 'story', 'Chris', 'Cole', 'rock', 'band', 'called', 'Steel', 'Dragon.', 'Cole', 'photocopier', 'technician', 'day,', 'lead', 'singer', 'Steel', 'Dragon', 'tribute', 'band', 'called', '""Blood', 'Pollution""', 'night.Internal', 'struggles', 'Steel', 'Dragon', 'band', 'members', 'culminate', 'firing', 'lead', 'singer,', 'Bobby', 'Beers', 'starting', 'recruitment', 'sessions', 'find', 'new', 'vocalist.', 'Loosely', 'inspired', 'true', 'story', 'heavy', 'metal', 'band', 'Judas', 'Priest.', 'Music', 'Drama', 'Comedy', 'rockstar', 'success', 'discontentednessanddispleasedness', 'heavymetal', 'relationshipproblems', 'StephenHerek', 'TobyJaffe', 'RobertLawrence', 'MarkWahlberg', 'JenniferAniston', 'JasonFlemyng']",0
Precious,"['Set', 'Harlem', '1987,', 'Claireece', '""Precious""', 'Jones', '16-year-old', 'African', 'American', 'girl', 'born', 'life', 'one', 'would', 'want.', ""She's"", 'pregnant', 'second', 'time', 'absent', 'father;', 'home,', 'must', 'wait', 'hand', 'foot', 'mother,', 'angry', 'woman', 'abuses', 'emotionally', 'physically.', 'School', 'chaotic', 'Precious', 'reached', 'ninth', 'grade', 'good', 'marks', 'secret--she', ""can't"", 'read.', 'Drama', 'aids', 'illiteracy', 'song', 'unwillinglypregnant', 'balloon', 'school', 'crying', 'motorcycle', 'LeeDaniels', 'GaboureySidibe', ""Mo'Nique"", 'PaulaPatton']",0
White Squall,"['Teenage', 'boys', 'discover', 'discipline', 'camaraderie', 'ill-fated', 'sailing', 'voyage.', 'Action', 'Drama', 'sailingtrip', 'diary', 'sailing', 'survival', 'comingofage', 'teenageboy', 'discipline', 'squall', 'sail', 'shipcaptain', 'caribbean', 'malebonding', 'seasickness', 'stormatsea', '1960s', 'RidleyScott', 'MimiPolkGitlin', 'RockyLang', 'JeffBridges', 'CarolineGoodall', 'JohnSavage']",0
The Thing,"['Scientists', 'Antarctic', 'confronted', 'shape-shifting', 'alien', 'assumes', 'appearance', 'people', 'kills.', 'Horror', 'Mystery', 'ScienceFiction', 'ice', 'spacemarine', 'paranoia', 'snowstorm', 'norwegian', 'researchstation', 'remake', 'alien', 'antarctica', 'shapeshiftingalien', 'sleddogs', 'JohnCarpenter', 'DavidFoster', 'LawrenceTurman', 'KurtRussell', 'KeithDavid', 'WilfordBrimley']",0
Riddick,"['Betrayed', 'kind', 'left', 'dead', 'desolate', 'planet,', 'Riddick', 'fights', 'survival', 'alien', 'predators', 'becomes', 'powerful', 'dangerous', 'ever', 'before.', 'Soon', 'bounty', 'hunters', 'throughout', 'galaxy', 'descend', 'Riddick', 'find', 'pawns', 'greater', 'scheme', 'revenge.', 'With', 'enemies', 'right', 'wants', 'them,', 'Riddick', 'unleashes', 'vicious', 'attack', 'vengeance', 'returning', 'home', 'planet', 'Furya', 'save', 'destruction.', 'ScienceFiction', 'Action', 'Thriller', 'dystopia', 'revenge', 'alien', 'planet', 'imax', 'TedField', 'VinDiesel', 'DavidTwohy', 'SamanthaVincent', 'VinDiesel', 'KarlUrban', 'KateeSackhoff']",0
Switchback,"['FBI', 'agent', 'Dennis', 'Quaid', 'tries', 'catch', 'serial', 'killer', 'kidnapped', 'son.', 'Action', 'Adventure', 'Mystery', 'Thriller', 'lossofson', 'serialkiller', 'train', 'GaleAnneHurd', 'JebStuart', 'JebStuart', 'DennisQuaid', 'DannyGlover', 'R.LeeErmey']",0
Texas Rangers,"['Ten', 'years', 'Civil', 'War', 'ended,', 'Governor', 'Texas', 'asks', 'Leander', 'McNelly', '(McDermott)', 'form', 'company', 'Rangers', 'help', 'uphold', 'law', 'along', 'Mexican', 'border.', 'With', 'veterans', 'war', '(Patrick,', 'Travis),', 'recruits', 'young', 'men', '(Van', 'Der', 'Beek,', 'Kutcher,', 'Raymond)', 'little', 'experience', 'guns', 'policing', 'crime.', 'Action', 'Western', 'underwear', 'tiger', 'racialsegregation', 'SteveMiner', 'JamesVanDerBeek', 'RachaelLeighCook', 'AshtonKutcher']",0
City of Ember,"['For', 'generations,', 'people', 'City', 'Ember', 'flourished', 'amazing', 'world', 'glittering', 'lights.', 'But', ""Ember's"", 'powerful', 'generator', 'failing', 'great', 'lamps', 'illuminate', 'city', 'starting', 'flicker.', 'Now,', 'two', 'teenagers,', 'race', 'time,', 'must', 'search', 'Ember', 'clues', 'unlock', 'ancient', 'mystery', ""city's"", 'existence,', 'lights', 'go', 'forever.', 'Adventure', 'Family', 'Fantasy', 'undergroundworld', 'mayor', 'adventure', 'post-apocalyptic', 'dystopia', 'puzzle', 'box', 'pipeworks', 'TomHanks', 'GaryGoetzman', 'GilKenan', 'StevenShareshian', 'SaoirseRonan', 'HarryTreadaway', 'MaryKayPlace']",0
